file_name,transcription
data/eg088_01_01_ffmpeg_audio_segment_71.wav,"Ich habe ein Jahr frei bekommen, um eine Professur für gegenwartsbezogene Forschung an der Uni Hamburg zu vertreten,"
data/eg088_01_01_ffmpeg_audio_segment_73.wav,konnte mich dann schließlich habilitieren an der Uni Hamburg
data/eg088_01_01_ffmpeg_audio_segment_72.wav,"und ein Jahr, um an einem französischen ägyptisch-französischen Institut in Kairo mich, ja, meiner Arbeit zu widmen,"
data/eg088_01_01_ffmpeg_audio_segment_75.wav,"Und gerade fertig, erhielt ich tatsächlich einen Ruf an eine deutsche Universität."
data/eg088_01_01_ffmpeg_audio_segment_74.wav,mit einer Arbeit über muslimische Diskussionen von Menschenrechten und Demokratie.
data/eg088_01_01_ffmpeg_audio_segment_76.wav,"Den habe ich auch sehr gerne angenommen, Universität Bonn,"
data/eg088_01_01_ffmpeg_audio_segment_77.wav,"bin dort aber nur zwei Jahre geblieben, das war 94, als ein Ruf an die Freie Universität Berlin kam 96,"
data/eg088_01_01_ffmpeg_audio_segment_78.wav,"den ich angenommen habe aus einer Reihe von Gründen,"
data/eg088_01_01_ffmpeg_audio_segment_79.wav,"nicht, dass es mich partout nach Berlin als Stadt gezogen hätte."
data/eg088_01_01_ffmpeg_audio_segment_80.wav,Ich bin süddeutsch.
data/eg088_01_01_ffmpeg_audio_segment_81.wav,Das Private habe ich noch gar nicht erzählt.
data/eg088_01_01_ffmpeg_audio_segment_82.wav,Mein Mann ist Schweizer.
data/eg088_01_01_ffmpeg_audio_segment_83.wav,Wir haben lange zusammen in München gelebt und teilweise eben auch in der Schweiz.
data/eg088_01_01_ffmpeg_audio_segment_84.wav,"Und die Berliner Art lag mir nicht auf Anhieb, dieses häufig etwas Schnodrige, nicht immer sehr Freundliche."
data/eg088_01_01_ffmpeg_audio_segment_85.wav,Die Berliner Landschaft war mir zu flach.
data/eg088_01_01_ffmpeg_audio_segment_86.wav,Aber Berlin als Stadt und die wissenschaftliche und politische und die kulturelle Szene in Berlin haben mich natürlich gelockt.
data/eg088_01_01_ffmpeg_audio_segment_87.wav,Da wollte ich nicht widerstehen.
data/eg088_01_01_ffmpeg_audio_segment_89.wav,"aber durchaus auch gegenwartsbezogene Islamwissenschaft, ideal,"
data/eg088_01_01_ffmpeg_audio_segment_88.wav,"Wissenschaftlich ist Berlin für mein Interessengebiet, also eine historisch vertiefte,"
data/eg088_01_01_ffmpeg_audio_segment_91.wav,"nicht unbedingt in der Islamwissenschaft selber, das ist nicht der Fall, aber in benachbarten Fächern,"
data/eg088_01_01_ffmpeg_audio_segment_90.wav,"einerseits, weil es an den Hochschulen genügend Kolleginnen und Kollegen gibt,"
data/eg088_01_01_ffmpeg_audio_segment_92.wav,"mit denen man sich sehr gut austauschen kann, mit denen man sehr gut zusammenarbeiten kann,"
data/eg088_01_01_ffmpeg_audio_segment_93.wav,"zweitens, weil es eine ganze Reihe außeruniversitärer Einrichtungen gibt,"
data/eg088_01_01_ffmpeg_audio_segment_94.wav,"die für jemanden mit meinen Interessen locken, also außeruniversitäre Forschungsinstitute,"
data/eg088_01_01_ffmpeg_audio_segment_95.wav,"Einrichtungen der kulturellen Begegnung, Museen und schließlich die Kultur selber, Musik."
data/eg088_01_01_ffmpeg_audio_segment_96.wav,"Ich gehe sehr gerne in die Oper und wenn eine Stadt drei Opernhäuser hat, sieht man den Reiz."
data/eg088_01_01_ffmpeg_audio_segment_97.wav,"Theater, Kunst, also kurz und gut, es war toll."
data/eg088_01_01_ffmpeg_audio_segment_98.wav,"Ich habe mich gefreut, dieses Angebot zu bekommen und mich dann in diese neue Stelle gestürzt,"
data/eg088_01_01_ffmpeg_audio_segment_99.wav,was nicht ganz einfach war.
data/eg088_01_01_ffmpeg_audio_segment_100.wav,"Man muss immer denken, nochmals, wir waren jetzt im Jahr 1996,"
data/eg088_01_01_ffmpeg_audio_segment_101.wav,"zu der Zeit wurde man nicht vorbereitet auf den Beruf des Hochschullehrers als Manager,"
data/eg088_01_01_ffmpeg_audio_segment_102.wav,"so wie man das heute mit Selbstverständlichkeit tut,"
data/eg088_01_01_ffmpeg_audio_segment_103.wav,"was heißt, ein Institut zu leiten, also nicht die eigene Forschung zu betreiben, das wusste ich, wie das geht,"
data/eg088_01_01_ffmpeg_audio_segment_104.wav,"sondern ein Institut zu leiten, sei es klein und im Aufbau, wie geht man mit Mitarbeiterinnen und Mitarbeitern um,"
data/eg088_01_01_ffmpeg_audio_segment_105.wav,"nicht in der Frage, sagt man Guten Tag oder nicht."
data/eg088_01_01_ffmpeg_audio_segment_106.wav,Also dieses kleine Einmaleins habe ich nicht gebraucht.
data/eg088_01_01_ffmpeg_audio_segment_107.wav,"Aber es gibt ja eine Vielzahl von Aufgaben, die die ich einfach nicht nicht kannte, mit denen ich nicht vertraut war."
data/eg088_01_01_ffmpeg_audio_segment_108.wav,"Und dann kommt hinzu, dass mein Vorgänger schon Jahre vorher emeritiert worden war"
data/eg088_01_01_ffmpeg_audio_segment_109.wav,"und das Institut sehr klein, aber faktisch nur mit einer Professur besetzt war,"
data/eg088_01_01_ffmpeg_audio_segment_110.wav,"es hätten zwei sein sollen und dann noch ein, zwei Mitarbeiter, also mini, aber aber lange nicht besetzt, vakant."
data/eg088_01_01_ffmpeg_audio_segment_111.wav,Und dementsprechend waren die Studierenden dort auch voller Erwartungen und völlig unterschiedlicher Erwartungen.
data/eg088_01_01_ffmpeg_audio_segment_112.wav,"Die einen wollten bei mir eine Arbeit schreiben über türkische Literatur, von der ich überhaupt nichts verstehe,"
data/eg088_01_01_ffmpeg_audio_segment_113.wav,"die anderen über ein historisches Thema, sehr gerne,"
data/eg088_01_01_ffmpeg_audio_segment_114.wav,"die dritten über irgendwelche theologischen Aspekte, nicht so ganz mein Gebiet."
data/eg088_01_01_ffmpeg_audio_segment_115.wav,Also das war nicht einfach und und die Personallage war furchtbar anfangs.
data/eg088_01_01_ffmpeg_audio_segment_116.wav,"Man musste immer so mit Vertretungen operieren,"
data/eg088_01_01_ffmpeg_audio_segment_117.wav,bis dann so peu à peu eine Struktur aufgebaut war und dieses Institut auf zwei Beinen stand
data/eg088_01_01_ffmpeg_audio_segment_118.wav,"plus zwei wissenschaftlichen Mitarbeiter*innen, die eigene Bibliothek zu der Zeit noch,"
data/eg088_01_01_ffmpeg_audio_segment_119.wav,"eigene Spra eigener Sprachunterricht, also nicht schlecht, aber eben tatsächlich klein."
data/eg088_01_01_ffmpeg_audio_segment_120.wav,"Ich fand schon damals, dass es besser wäre,"
data/eg088_01_01_ffmpeg_audio_segment_121.wav,die einschlägigen Institute würden sich in einer unter einem Dach zusammenschließen
data/eg088_01_01_ffmpeg_audio_segment_122.wav,"Mittlerer Osten, Middle Eastern and Islamic Studies."
data/eg088_01_01_ffmpeg_audio_segment_123.wav,Auf Deutsch ist das schlechter auszudrücken als auf Englisch.
data/eg088_01_01_ffmpeg_audio_segment_124.wav,Damit bin ich aber auf wenig Gegenliebe gestoßen.
data/eg088_01_01_ffmpeg_audio_segment_125.wav,"Die benachbarten Fächer Arabistik, Iranistik, Turkologie waren mit ausgezeichneten Kolleginnen besetzt."
data/eg088_01_01_ffmpeg_audio_segment_126.wav,Das erste war schon toll.
data/eg088_01_01_ffmpeg_audio_segment_127.wav,"Auf jeder C4-Professur saß eine Frau,"
data/eg088_01_01_ffmpeg_audio_segment_128.wav,"in Berlin ungewöhnlich, in der Bundesrepublik unbekannt und weltweit selten, um es so auszudrücken."
data/eg088_01_01_ffmpeg_audio_segment_129.wav,Das war schon mal großartig.
data/eg088_01_01_ffmpeg_audio_segment_130.wav,"Aber jede hatte so ihr eigenes kleines Reich, jede saß in ihrer eigenen Villa mit dem eigenen Garten."
data/eg088_01_01_ffmpeg_audio_segment_131.wav,"Und die Angst war groß, dass, wenn man sich unter einem Dach zusammenschließt, das mit Verlusten verbunden ist,"
data/eg088_01_01_ffmpeg_audio_segment_132.wav,"Verlust an Autonomie, Verlust an Stellen, Verlust an Ressourcen."
data/eg088_01_01_ffmpeg_audio_segment_133.wav,"Und deswegen hat sich das zu meiner Zeit nicht realisieren lassen,"
data/eg088_01_01_ffmpeg_audio_segment_134.wav,dass wir dieses Nah- und Mittelostinstitut oder wie immer man es genannt hätte gründen.
data/eg088_01_01_ffmpeg_audio_segment_135.wav,"Irgendein ein Dach hätten wir schon gefunden, aber wir haben zum Teil dann doch einen guten individuellen Austausch gefunden,"
data/eg088_01_01_ffmpeg_audio_segment_136.wav,ab und zu mal eine Lehrveranstaltung gemeinsam gemacht
data/eg088_01_01_ffmpeg_audio_segment_137.wav,"und dann den großen Sprung nach vorne im Rahmen der Exzellenziniziative Exzellenzinitiative 2006, 07,"
data/eg088_01_01_ffmpeg_audio_segment_138.wav,"als wir, federführend war da die Islamwissenschaft, aber doch stark unterstützt von anderen,"
data/eg088_01_01_ffmpeg_audio_segment_139.wav,"im Zusammenschluss von Sozial- und Geisteswissenschaften oder Geistes- und Sozialwissenschaften,"
data/eg088_01_01_ffmpeg_audio_segment_140.wav,"und das fand ich so wichtig und unverzichtbar,"
data/eg088_01_01_ffmpeg_audio_segment_141.wav,"unter Einschluss von Kolleginnen und Kollegen von der Humboldt-Universität zu einer Zeit,"
data/eg088_01_01_ffmpeg_audio_segment_142.wav,"als man noch nicht kooperierte, und des Zentrums Moderner seitdem Moderner Orient, heute Leibniz-Zentrum Moderner Orient,"
data/eg088_01_01_ffmpeg_audio_segment_143.wav,"eine eigene Graduate School gründeten, Muslim Cultures and Societies, die es noch heute gibt,"
data/eg088_01_01_ffmpeg_audio_segment_144.wav,auch nach Auslaufen dieser Förderlinie der Ele Exzellenzinitiative.
data/eg088_01_01_ffmpeg_audio_segment_145.wav,"Und das war so schön, weil man hier unterschiedliche Perspektiven auf die islamisch geprägte Welt, das ist der Fachbegriff,"
data/eg088_01_01_ffmpeg_audio_segment_146.wav,zusammenführen konnte.
data/eg088_01_01_ffmpeg_audio_segment_147.wav,"Politikwissenschaft, Ethnologie respektive Kultur- und Sozialanthropologie,"
data/eg088_01_01_ffmpeg_audio_segment_148.wav,"Literaturwissenschaften, theologisch-juristische Fragestellungen,"
data/eg088_01_01_ffmpeg_audio_segment_150.wav,und wir uns über zehn Jahre sehr gut ausgestattet durch die Exzellenzinitiative
data/eg088_01_01_ffmpeg_audio_segment_149.wav,"Schwerpunkt Vorderer Orient, Schwerpunkt Zentralasien, Schwerpunkt Südostasien unter einem Dach,"
data/eg088_01_01_ffmpeg_audio_segment_151.wav,ganz interessante Doktorandinnen und Doktoranden aus aller Welt einladen konnten.
data/eg088_01_01_ffmpeg_audio_segment_152.wav,"Das hat richtig Spaß gemacht, war, glaube ich, für alle schön,"
data/eg088_01_01_ffmpeg_audio_segment_153.wav,wird jetzt auf kleinerer Flamme noch fortgeführt.
data/eg088_01_01_ffmpeg_audio_segment_154.wav,"Die Exzellenzförderung ist entfallen und jetzt ist es eine kleine Unternehmung unterstützt von DAAD und der Gerda Henkel Stiftung,"
data/eg088_01_01_ffmpeg_audio_segment_155.wav,die sehr viel für die historisch fundierte Islamwissenschaft und benachbarte Fächer gemacht hat.
data/eg088_01_01_ffmpeg_audio_segment_156.wav,"Über viele Jahre also war mein mein Mittelpunkt, der der berufliche Mittelpunkt, die Freie Universität Berlin"
data/eg088_01_01_ffmpeg_audio_segment_157.wav,"und dieses Feld historisch fundierte, auch gegenwartsbezogene Islamwissenschaft"
data/eg088_01_01_ffmpeg_audio_segment_158.wav,in Zusammenarbeit mit diesen Kolleginnen und Kollegen unterschiedlicher Altersgruppen
data/eg088_01_01_ffmpeg_audio_segment_159.wav,aus den Einrichtungen und natürlich auch Kollegen und Kolleginnen im In- und Ausland.
data/eg088_01_01_ffmpeg_audio_segment_160.wav,Ich war immer reisefreudig.
data/eg088_01_01_ffmpeg_audio_segment_161.wav,"Ich wollte immer andere Dinge sehen und habe deswegen gerne Einladungen angenommen an wissenschaftliche Einrichtungen in Deutschland,"
data/eg088_01_01_ffmpeg_audio_segment_162.wav,"Europa und in anderen Teilen der Welt,"
data/eg088_01_01_ffmpeg_audio_segment_163.wav,"auch dann, wenn es nicht unmittelbar einschlägig für mein jeweils aktuelles Forschungsthema war,"
data/eg088_01_01_ffmpeg_audio_segment_164.wav,"einfach aus Lust an der Freude, einfach aus aus Lust daran, etwas anderes zu sehen,"
data/eg088_01_01_ffmpeg_audio_segment_165.wav,"Peking, Delhi, Kairo kannte ich schon ein bisschen, Beirut, Paris und dann aber auch Salzburg oder Erfurt, Leipzig."
data/eg088_01_01_ffmpeg_audio_segment_166.wav,"Unterschiedliche Zusammenhänge, unterschiedliche Einrichtungen, unterschiedliche Persönlichkeiten, ganz unterschiedliche Arten,"
data/eg088_01_01_ffmpeg_audio_segment_167.wav,"mit Wissenschaft umzugehen und mit Fragen an an die breitere Gesellschaft,"
data/eg088_01_01_ffmpeg_audio_segment_169.wav,"Und das ist das Gute an an meiner Lebensgeschichte und an meiner Berufswahl, meiner Interessenwahl,"
data/eg088_01_01_ffmpeg_audio_segment_168.wav,"hat mich sehr bereichert, hat mir viel, viel Freude gemacht."
data/eg088_01_01_ffmpeg_audio_segment_170.wav,"dass ich jetzt zwar im Ruhestand bin,"
data/eg088_01_01_ffmpeg_audio_segment_171.wav,"aber in einem ausgesprochen unruhigen Ruhestand, dem berühmten akademischen Unruhestand."
data/eg088_01_01_ffmpeg_audio_segment_172.wav,"Das heißt, ich bin nicht mehr Mitarbeiterin der Freien Universität Berlin,"
data/eg088_01_01_ffmpeg_audio_segment_173.wav,"aber ihr natürlich noch in unterschiedlicher Weise verbunden und weiterhin wissenschaftlich aktiv und in allerlei Gremien tätig,"
data/eg088_01_01_ffmpeg_audio_segment_174.wav,die eher so wissenschaftspolitischer Natur sind. 
data/eg088_01_01_ffmpeg_audio_segment_175.wav,Das Private habe ich jetzt mal weitgehend ausgeklammert.
data/eg088_01_01_ffmpeg_audio_segment_176.wav,Es gibt ein Privatleben.
data/eg088_01_01_ffmpeg_audio_segment_177.wav,"Ich habe in Kairo meinen späteren Mann kennengelernt, wir haben auch in Kairo geheiratet,"
data/eg088_01_01_ffmpeg_audio_segment_178.wav,"Schweizer, Architekt von der Ausbildung her, Denkmalpfleger, der sehr viel länger in Ägypten gelebt hat als ich,"
data/eg088_01_01_ffmpeg_audio_segment_179.wav,dort restauriert hat islamische Bauten und mir im Wortsinn die Augen geöffnet hat noch für Architektur und Kunst
data/eg088_01_01_ffmpeg_audio_segment_180.wav,"als ein anderer Zugang zu diesen islamisch geprägten Gesellschaften, die mich so sehr interessiert haben."
data/eg088_01_01_ffmpeg_audio_segment_181.wav,Inzwischen ist.
data/eg088_01_01_ffmpeg_audio_segment_183.wav,haben sich über die Jahre immer wieder verschoben.
data/eg088_01_01_ffmpeg_audio_segment_182.wav,"Meine Interessen haben sich über die Jahre, also die die nicht beruflichen Interessen sozusagen,"
data/eg088_01_01_ffmpeg_audio_segment_184.wav,"Eine Zeit lang habe ich mich für alpines Skirennen interessiert, für die Oper immer,"
data/eg088_01_01_ffmpeg_audio_segment_185.wav,englische Krimis habe ich auch immer gerne gelesen.
data/eg088_01_01_ffmpeg_audio_segment_186.wav,"Aber seit einigen Jahren bin ich fasziniert von islamischer Kunst, insbesondere dem,"
data/eg088_01_01_ffmpeg_audio_segment_187.wav,"was man früher Miniaturen genannt hat, also Buchmalerei 14. bis 17. Jahrhundert, auch die islamische Architektur,"
data/eg088_01_01_ffmpeg_audio_segment_188.wav,"habe dazu ein sehr großes Bildarchiv inzwischen, also elektronisch, virtuell,"
data/eg088_01_01_ffmpeg_audio_segment_189.wav,das ich aus reiner Freude an der Sache angelegt habe und weiterhin erweitere
data/eg088_01_01_ffmpeg_audio_segment_190.wav,"und wohl mal dem Museum für Islamische Kunst hier in Berlin übergeben würd werde auf einem Stick,"
data/eg088_01_01_ffmpeg_audio_segment_191.wav,"Moderne macht es möglich, damit das für die Forschung auch genutzt werden kann."
data/eg088_01_01_ffmpeg_audio_segment_192.wav,"Mein Mann und ich haben also gemeinsame Interessen, gemeinsame Erfahrungen und sind zusammen auch gerne gereist."
data/eg088_01_01_ffmpeg_audio_segment_193.wav,"Jetzt geht das nicht mehr so, weil er nicht mehr mobil ist, aber dennoch kann man sich gut arrangieren. "
data/eg088_01_01_ffmpeg_audio_segment_194.wav,Jetzt warte ich mal auf Ihre Fragen.
data/eg088_01_01_ffmpeg_audio_segment_195.wav,Leben Sie in Berlin mit Ihrem Mann zusammen oder?
data/eg088_01_01_ffmpeg_audio_segment_196.wav,"Ja, ja."
data/eg088_01_01_ffmpeg_audio_segment_197.wav,"Also ja, er ist auch nach Berlin gekommen."
data/eg088_01_01_ffmpeg_audio_segment_198.wav,"Mein Mann hatte für mich, weil ich nicht auf Dauer als als Beobachterin in Ägypten leben wollte,"
data/eg088_01_01_ffmpeg_audio_segment_199.wav,"eine feste Stelle am Deutschen Archäologischen, nein, am Schweizer Archäologischen Institut in Kairo aufgegeben,"
data/eg088_01_01_ffmpeg_audio_segment_200.wav,"hatte dann aber Mühe, in München, als ich dort gelebt habe, eine Stelle in der Denkmalpflege zu bekommen,"
data/eg088_01_01_ffmpeg_audio_segment_201.wav,"eine in Fribourg in der Schweiz, französischsprachigen Schweiz, erhalten, derzeit sind wir etwas gependelt,"
data/eg088_01_01_ffmpeg_audio_segment_202.wav,und ist dann aber nach Berlin gekommen
data/eg088_01_01_ffmpeg_audio_segment_203.wav,"und hat dort eine außerplanmäßige Professur an der Technischen Universität im Bereich Denkmalpflege bekommen,"
data/eg088_01_01_ffmpeg_audio_segment_204.wav,ist aber auch im Ruhestand.
data/eg088_01_01_ffmpeg_audio_segment_205.wav,"Insofern leben wir hier, wir wollen auch weiterhin hier leben, haben aber immer noch sehr gute Beziehungen in die Schweiz auch."
data/eg088_01_01_ffmpeg_audio_segment_206.wav,"Und Denkmalpflege ist dann bei Ihrem Mann nicht auf islamische Kultur-Baudenkmäler beschränkt,"
data/eg088_01_01_ffmpeg_audio_segment_207.wav,"sondern eben auch in einem weiteren Sinne offenbar, ja?"
data/eg088_01_01_ffmpeg_audio_segment_208.wav,"Ja, ja, ja, also in Fribourg in der Schweiz gibt es keine islamischen Denkmäler, wie man sich denken kann,"
data/eg088_01_01_ffmpeg_audio_segment_210.wav,"Das heißt, es war ein völliger Schwenk, was die was die Materialien, die Baustile angeht, aber die Fragestellung war noch ähnlich,"
