file_name,transcription
data/testza085_01_01_audio_segment_51.wav,So.
data/testza085_01_01_audio_segment_52.wav,"Und dann, am 7. November hatte ich wie immer Geburtstag."
data/testza085_01_01_audio_segment_53.wav,"Und da kriegte ich als Geschenk meinen Einberufungsbefehl zur Wehrmacht ab 2.12. Ja, das war der 2. Dezember 40 noch."
data/testza085_01_01_audio_segment_54.wav,"Nun kann ich mich kurz fassen, manches ist nicht interessant."
data/testza085_01_01_audio_segment_55.wav,Ich kam zunächst mal zu einer Infanterieausbildungsabteilung nach Brandenburg an der Havel.
data/testza085_01_01_audio_segment_56.wav,"Wir waren in einer Kaserne, da war unten im Casino, stand dann Gedicht, anspruchslose Infanterie, möge Gott dich schirmen."
data/testza085_01_01_audio_segment_57.wav,"Da wusste man, was einem bevorstand."
data/testza085_01_01_audio_segment_58.wav,"Und da wurden wir als Rekruten ausgebildet, kamen dann zu einer anderen Company als Ersatzleute nach Kleino bei Perleberg."
data/testza085_01_01_audio_segment_59.wav,Das war also in der Westbriegnitz.
data/testza085_01_01_audio_segment_60.wav,Da kamen wir nach Döberitz.
data/testza085_01_01_audio_segment_61.wav,Erstmal von da an marschierten wir alles.
data/testza085_01_01_audio_segment_62.wav,Wir waren ja Infanterie.
data/testza085_01_01_audio_segment_63.wav,Und wurden da im Häuserkampf geübt.
data/testza085_01_01_audio_segment_64.wav,"Und als wir nach Hause kamen, wieder nach Kleinow in Perlen, weil da hieß es, ihr braucht gar nicht auszupacken, ihr werdet nach Frankreich verlegt."
data/testza085_01_01_audio_segment_65.wav,Das war ja gar nicht so schlecht.
data/testza085_01_01_audio_segment_66.wav,"Da kamen wir in einen kleinen Ort, Sauterre de Guillen."
data/testza085_01_01_audio_segment_67.wav,Das war an der Grenze zwischen dem besetzten und unbesetzten Frankreich.
data/testza085_01_01_audio_segment_68.wav,"Die Deutschen hatten ja Frankreich auch in zwei Teile geteilt, bloß das war nicht so eine schlimme Grenze, wie hier nachher von den Mauerschützen gemacht wurde,"
data/testza085_01_01_audio_segment_69.wav,sondern da mussten wir Ausweise kontrollieren.
data/testza085_01_01_audio_segment_70.wav,"Die sogenannte Sonne non occupée, die Nono, die war also in der Mitte von Frankreich."
data/testza085_01_01_audio_segment_71.wav,Da sind die Deutschen nicht vorgedrungen.
data/testza085_01_01_audio_segment_72.wav,"Die hatten auch nicht genug Truppen, um das ganze Frankreich zu besetzen."
data/testza085_01_01_audio_segment_73.wav,Hitler hatte ja noch mehr vor.
data/testza085_01_01_audio_segment_74.wav,"Und diese Grenze hatten wir eben zu bewahren, vom Unbesetzten zum besetzten Frankreich."
data/testza085_01_01_audio_segment_75.wav,"Da merkte ich, dass da viele Französinnen dabei waren."
data/testza085_01_01_audio_segment_76.wav,Auf den Ausweisen stand ja drunter der Name und der Geburtsort.
data/testza085_01_01_audio_segment_77.wav,"Das waren Französinnen, die waren beim Spanischen Bürgerkrieg."
data/testza085_01_01_audio_segment_78.wav,"Vor Franco geflüchtet, nach Südfrankreich, wo sie also ganz offen aufgenommen worden sind."
data/testza085_01_01_audio_segment_79.wav,"Manchmal habe ich sie auf Spanisch angesprochen, weil bei uns in der Schule auch Unterricht in Spanisch geboten wurde."
data/testza085_01_01_audio_segment_80.wav,Da wunderten die sich manchmal.
data/testza085_01_01_audio_segment_81.wav,Ansonsten war das ein ziemlich ruhiger Dienst.
data/testza085_01_01_audio_segment_82.wav,"Manchmal, also Wache wurde auch nachts geschoben."
data/testza085_01_01_audio_segment_83.wav,Und nachts war das besonders schön.
data/testza085_01_01_audio_segment_84.wav,"Das war nämlich die Gegend, wo Lavendel geblüht hat."
data/testza085_01_01_audio_segment_85.wav,"Das duftete gerade nachts, wenn die Sonne weg war, duftete das sehr schön."
data/testza085_01_01_audio_segment_86.wav,Die Grillen zirpten.
data/testza085_01_01_audio_segment_87.wav,Also das war gar nicht mal so sehr schlecht.
data/testza085_01_01_audio_segment_88.wav,Und dann hatten wir da einen Hauptfeldwebel.
data/testza085_01_01_audio_segment_89.wav,"Der war nicht so verrückt, wie die meisten Hauptbewegungen sind."
data/testza085_01_01_audio_segment_90.wav,"Der ließ uns mal antreten, das heißt, da war Befehlsausgabe."
data/testza085_01_01_audio_segment_91.wav,"Erstmal, das war ein Städtchen, das war von der SS erobert worden."
data/testza085_01_01_audio_segment_92.wav,Und die müssen da doll gewütet haben.
data/testza085_01_01_audio_segment_93.wav,"Als wir dann als einfache Infanteristen die ablösten, da haben uns die Franzosen natürlich nicht als Befreier begrüßt, aber es war ein ganz anderer Ton,"
data/testza085_01_01_audio_segment_94.wav,der da herrschte.
data/testza085_01_01_audio_segment_95.wav,"Und unser Hauptfeldwebel, der sagte bei einem Morgenappell, ich werde euch von eurer Löhnung 10% abziehen."
data/testza085_01_01_audio_segment_96.wav,Da ist er damit einverstanden.
data/testza085_01_01_audio_segment_97.wav,Aber natürlich war betretenes Schweigen.
data/testza085_01_01_audio_segment_98.wav,"Er sagte, ich werde euch das erklären."
data/testza085_01_01_audio_segment_99.wav,Eure Verpflegung ist sehr eintönig.
data/testza085_01_01_audio_segment_100.wav,Das habe ich gemerkt.
data/testza085_01_01_audio_segment_101.wav,Wir kriegten tatsächlich nur Graubensuppe.
data/testza085_01_01_audio_segment_102.wav,Die hatten wir immer Kälberzähne.
data/testza085_01_01_audio_segment_103.wav,"Und ich werde euch von dem einbehaltenen Lohn, werde ich hier rumreisen zu den benachbarten Bauern und da Gemüse und Obst für euch einkaufen von dem Geld,"
data/testza085_01_01_audio_segment_104.wav,um die Verpflegung zu verbessern.
data/testza085_01_01_audio_segment_105.wav,"Und da zu diesen, also in der Gegend war, das war eine bäuerliche Gegend, die war auch sehr fruchtbar, da gab es also sowas zu kaufen."
data/testza085_01_01_audio_segment_106.wav,"Und der Hauptvizepräsident, der nahm mich mit, weil es hieß, ich würde ganz gut Französisch sprechen können."
data/testza085_01_01_audio_segment_107.wav,Ich konnte da auch ganz gut aufbessern mein Französisch.
data/testza085_01_01_audio_segment_108.wav,"Und der hat auch vernünftig verhandelt, der hat die Leute nicht unter..."
data/testza085_01_01_audio_segment_109.wav,"Also unter Druck gesetzt, sondern das waren, das merkte man bald, das waren etwas ältere Leute, die waren beim ersten Weltkriegssoldaten."
data/testza085_01_01_audio_segment_110.wav,"Und da hat er angeknüpft und gesagt, ihr wisst selber, dass Soldaten nicht allzu viel Geld haben."
data/testza085_01_01_audio_segment_111.wav,Und da haben wir uns dann also auch ganz gut geeinigt und seine Richtung ist auch aufgegangen.
data/testza085_01_01_audio_segment_112.wav,"Und nun hat dann die Wehrmacht gemerkt, aus meinen Papieren, dass ich eigentlich Medizin studieren sollte."
data/testza085_01_01_audio_segment_113.wav,Und dadurch kam ich in die Sanitätslaufbahn.
data/testza085_01_01_audio_segment_114.wav,Ich wurde also aus der Kompanie rausgesucht.
data/testza085_01_01_audio_segment_115.wav,"Es tat mir sehr leid, ich war da auch ganz gut angesehen."
data/testza085_01_01_audio_segment_116.wav,"Und dann kam ich wieder nach Berlin, nach Spandau."
data/testza085_01_01_audio_segment_117.wav,Da ist eine Sanitätsschule gewesen.
data/testza085_01_01_audio_segment_118.wav,"Da wurden wir als ganz kleine, halbe Mediziner ausgebildet."
data/testza085_01_01_audio_segment_119.wav,"Die Kompanie, die ich verließ, wo es mir sehr leid tat, da fing nämlich der Krieg nach Russland an."
data/testza085_01_01_audio_segment_120.wav,Und da wurde die Vorsevastopol völlig aufgerieben.
data/testza085_01_01_audio_segment_121.wav,"Schwein gehabt, nicht?"
data/testza085_01_01_audio_segment_122.wav,"Dann wurde ich Sanitätssoldat und dann wurde mir gesagt, kriege ich einen Marschbefehl, nach Polen sollte ich."
data/testza085_01_01_audio_segment_123.wav,"Da habe ich meinen Eltern gesagt, wo konnte ich ja bei den Eltern wohnen."
data/testza085_01_01_audio_segment_124.wav,"Und da sagten die sich, ach der arme Junge, jetzt fängt der Russlandkrieg an, jetzt kommt der gleich nach Osten."
data/testza085_01_01_audio_segment_125.wav,"Also dann, wo kriegte ich den Marschbefehl?"
data/testza085_01_01_audio_segment_126.wav,Nach Reichshof.
data/testza085_01_01_audio_segment_127.wav,Das war die polnische Stadt Rzeszow.
data/testza085_01_01_audio_segment_128.wav,"Das konnten die Deutschen bloß nicht aussprechen, deswegen haben sie es in Reichshof umgetauscht."
data/testza085_01_01_audio_segment_129.wav,Und da kam ich also hin.
data/testza085_01_01_audio_segment_130.wav,Und da wurde ich zugeteilt zu einem Heeressanitätszug.
data/testza085_01_01_audio_segment_131.wav,Das war eine große Apotheke auf rollenden Rädern.
data/testza085_01_01_audio_segment_132.wav,"Ein langer Güterzug mit, was weiß ich, zehn Wegen."
data/testza085_01_01_audio_segment_133.wav,Da war also lauter Sanitätsmaterial drin.
data/testza085_01_01_audio_segment_134.wav,"Verbandsstoff und dann solche Gratiställe, wo also verletzte Gebietsmaßen stillgelegt werden sollten."
data/testza085_01_01_audio_segment_135.wav,Und Medizin aller Art.
data/testza085_01_01_audio_segment_136.wav,Die Apotheker hatten auch Dienstgrade.
data/testza085_01_01_audio_segment_137.wav,"Es gab Feldapotheker, Oberapotheker, Generalapotheker usw. Da meldete ich mich mit dem Obersten Vorgesetzten an, der sagte,"
data/testza085_01_01_audio_segment_138.wav,"du brauchst dich gar nicht umzuziehen, brauchst hier gar keinen Schlafplatz zu suchen."
data/testza085_01_01_audio_segment_139.wav,"Morgen wird abgefahren, da fährst du also mit."
data/testza085_01_01_audio_segment_140.wav,"Jetzt sagten wir alle, es geht nach Russland."
data/testza085_01_01_audio_segment_141.wav,Da ging es aber immer weiter nach Süden.
data/testza085_01_01_audio_segment_142.wav,"Slowakei, Ungarn, da lernten wir alles kennen bei der Gelegenheit."
data/testza085_01_01_audio_segment_143.wav,"Bazedonien und so weiter, bis wir nach Griechenland kamen."
data/testza085_01_01_audio_segment_144.wav,Das war also im Oktober 1941.
data/testza085_01_01_audio_segment_145.wav,Es war doch hell und auch schönes Wetter von Weitem.
data/testza085_01_01_audio_segment_146.wav,"Konnte man sehen, wie die Akropolis so im Sonnenlicht erschien, erstrahlte."
data/testza085_01_01_audio_segment_147.wav,Das war natürlich ein wunderbarer Eindruck.
data/testza085_01_01_audio_segment_148.wav,"Und dann kamen wir nämlich in eine Schule, die hatten die Deutschen beschlagnahmt, und da war dann also die Medizinausgabestelle."
data/testza085_01_01_audio_segment_149.wav,Da haben wir eigentlich ein Leben geführt wie ein Beamter.
data/testza085_01_01_audio_segment_150.wav,"Um sieben aufgestanden, um acht gefrühstückt, um neun machten wir da unsere Pforten auf."
data/testza085_01_01_audio_segment_151.wav,"Und da saßen schon die Truppensanitäter vom ganzen Peloponnes, von ganz Südgriechenland und wollten sich da ihre Medizin abholen oder Medikamente oder was auch alles."
data/testza085_01_01_audio_segment_152.wav,"Dann hatten die also Wunschzettel, die wurden also erstmal zusammengestrichen, weil wir nicht so viel hatten."
data/testza085_01_01_audio_segment_153.wav,"Und dann um fünf war Schluss, war Feierabend, waren wir wieder zu Hause in dieser Kaserne und machten es uns ermüdlich."
data/testza085_01_01_audio_segment_154.wav,Dann kam General Hellenklau.
data/testza085_01_01_audio_segment_155.wav,"Das war General Tschörner, der war extra eingesetzt worden, um die jungen Jahrgänge an die Front zu schicken und nicht in irgendwelchen Verwaltungsdienststellen verbraucht zu werden."
data/testza085_01_01_audio_segment_156.wav,Da gehörte ich also auch dazu.
data/testza085_01_01_audio_segment_157.wav,Und auf die Weise kam ich dann in das Feldplatz 612.
data/testza085_01_01_audio_segment_158.wav,Das war also auch in Athen.
data/testza085_01_01_audio_segment_159.wav,"Da hatten wir zunächst mal nur mit Kameraden zu tun, die also interne Krankheiten hatten."
data/testza085_01_01_audio_segment_160.wav,"Malaria war da viel, Leberentzündung, Hepatitis und dann auch so Verdauungsschwörungen und sowas alles."
data/testza085_01_01_audio_segment_161.wav,"Das waren auch relativ gemütlich, das waren pflegeleichte Patienten."
data/testza085_01_01_audio_segment_162.wav,"Die gingen uns auch gerne an die Hand, damit sie sich unentbehrlich machten, damit sie möglichst lange im Lazarett bleiben konnten."
data/testza085_01_01_audio_segment_163.wav,"In Griechenland waren wir überhaupt für, um den Italienern zu helfen, weil die nämlich in Albanien von den Griechen schon furchtbare Dresche bekommen hatten."
data/testza085_01_01_audio_segment_164.wav,"Wir hatten also auch Hilfskrankenschwestern, das waren junge Mädchen aus besserem Hause, die konnten also Englisch oder Französisch und die fragten uns,"
data/testza085_01_01_audio_segment_165.wav,was wollt ihr hier überhaupt?
data/testza085_01_01_audio_segment_166.wav,Was haben wir euch überhaupt getan?
data/testza085_01_01_audio_segment_167.wav,"Denn an sich hatten die Deutschen immer eine gewisse Sympathie für die Griechen, nachdem die sich von den Türken selbstständig gemacht hatten."
data/testza085_01_01_audio_segment_168.wav,Was sollten wir denn antworten?
data/testza085_01_01_audio_segment_169.wav,Wir konnten ja gar nicht.
data/testza085_01_01_audio_segment_170.wav,"Wir konnten ja nur sagen, wir helfen den Italienern."
data/testza085_01_01_audio_segment_171.wav,Und dann die nächste Hilfe für die Italiener bestand in Nordafrika.
data/testza085_01_01_audio_segment_172.wav,Dieses Libyen macht ja jetzt auch viel von sich reden.
data/testza085_01_01_audio_segment_173.wav,Hatten die Italiener nämlich auch vom Osmanischen Reich geerbt.
data/testza085_01_01_audio_segment_174.wav,"Die hatten sich da so ganz schön befriedigt, als das Osmanische Reich zusammenbrach."
data/testza085_01_01_audio_segment_175.wav,Und Das waren wirklich schwere Fälle.
data/testza085_01_01_audio_segment_176.wav,"Also Verletzungen, Bein ab und Arm ab und alles sowas."
data/testza085_01_01_audio_segment_177.wav,Die kamen dann also manchmal mit dem Lazarettschiff an.
data/testza085_01_01_audio_segment_178.wav,"Die waren dann ein paar Tage unterwegs, denn von Nordafrika bis griechisches Festland ist ja eine ganze Weile."
data/testza085_01_01_audio_segment_179.wav,Von Malta aus haben die Engländer diese Schiffe nämlich auch bombardiert.
data/testza085_01_01_audio_segment_180.wav,"Und da musste man auslesen, wer muss zuerst behandelt werden und wer hat noch ein bisschen Zeit und so weiter."
data/testza085_01_01_audio_segment_181.wav,Da waren auch die Ärzte natürlich nachts auf und wir auch.
data/testza085_01_01_audio_segment_182.wav,"Und ein Arzt, der wollte einem gleich einem ein Bein amputieren, weil das Wundbrand kam und haben wir ihn gebeten, manchmal konnten die älteren Sanitäter auch ein bisschen ein Wort mitreden und sagten,"
data/testza085_01_01_audio_segment_183.wav,"warten Sie doch, Herr Schlafsarzt, vielleicht begibt sich das wieder, können wir ja morgen früh entscheiden."
data/testza085_01_01_audio_segment_184.wav,"Dann maßt er dem am nächsten Morgen die Temperatur, die war 40 Grad, dann sagt er, ich hoffe es doch gleich, sagt er, auch zum Resort."
data/testza085_01_01_audio_segment_185.wav,"Das waren Tiroler, wir hatten ja viele österreichische Kameraden."
data/testza085_01_01_audio_segment_186.wav,Und das werde ich also nie vergessen.
data/testza085_01_01_audio_segment_187.wav,Wir haben den in den OP geschoben.
data/testza085_01_01_audio_segment_188.wav,"Da jammerte er, lass mir doch meinen beiden Kameraden sterben, das dauert nicht."
data/testza085_01_01_audio_segment_189.wav,"Das war wirklich das, was einem an den Nieren ging."
data/testza085_01_01_audio_segment_190.wav,Und so haben wir ungefähr dann drei Jahre gelebt.
data/testza085_01_01_audio_segment_191.wav,Und die ganzen Verwundeten da aus von dort Afrika in Empfang genommen.
data/testza085_01_01_audio_segment_192.wav,"Und viele wurden dann, die also wirklich amputiert waren, hatten wir in Athen natürlich..."
data/testza085_01_01_audio_segment_193.wav,"Keine Möglichkeiten, Prothesen zu besorgen."
data/testza085_01_01_audio_segment_194.wav,"Was wir in dem Lazarett hatten und vorfanden, ist in Max Schmeling begriffen."
data/testza085_01_01_audio_segment_195.wav,Max Schmeling war nämlich von den Deutschen auch eingesetzt worden.
data/testza085_01_01_audio_segment_196.wav,"Er hatte ja erst mal Joe Louis geschlagen und dann hat Hitler gesagt, das ist endlich mal ein Beweis, dass die weiße Rasse den Negern überlegen ist."
data/testza085_01_01_audio_segment_197.wav,Beim Rückkampf hat Jules-Louis den Schmeling geschlagen.
data/testza085_01_01_audio_segment_198.wav,"Die wurden übrigens später Freunde, als der Krieg zu Ende war."
data/testza085_01_01_audio_segment_199.wav,"Und als Schmeling geschlagen war, war Schmeling für Hitler keine..."
data/testza085_01_01_audio_segment_200.wav,"Figur mir mit ihrer irgendwie Reklame machen konnte, dann wurde der nämlich auch zu den Soldaten eingezogen."
data/testza085_01_01_audio_segment_201.wav,"Und zwar wurde der Fallschirmjäger und ist bei der Eroberung von Kreta, ist der abgesprungen."
data/testza085_01_01_audio_segment_202.wav,"Denn also nicht nur Griechenland, sondern auch Kreta war ja zu erobern und das war ein ganz anderer Krieg."
data/testza085_01_01_audio_segment_203.wav,Da konnte man nur aus der Luft oder vom Meer her erobern.
data/testza085_01_01_audio_segment_204.wav,Und da ist er also abgesprungen und hat sich ein Bein gebrochen.
data/testza085_01_01_audio_segment_205.wav,"Und kam in das Lazarett, das sie später übernommen hatten."
data/testza085_01_01_audio_segment_206.wav,"Und die Freundchenaufnahmen, die wurden wie eine Reliquie behandelt und überall rumgezeichnet."
data/testza085_01_01_audio_segment_207.wav,"Guck mal, hier hat Schmähle gelegen und hat das und das bekommen."
data/testza085_01_01_audio_segment_208.wav,"Naja, so ging das also ungefähr weiter."
data/testza085_01_01_audio_segment_209.wav,Dann...
data/testza085_01_01_audio_segment_210.wav,Nach drei Jahren ungefähr haben sich die Deutschen wieder völlig zurückgezogen.
data/testza085_01_01_audio_segment_211.wav,"Die wurden ja an allen Fronten geschlagen, sie sichten nicht mehr an allen Fronten."
data/testza085_01_01_audio_segment_212.wav,Und da haben wir eigentlich den ganzen Balkan noch kennengelernt.
data/testza085_01_01_audio_segment_213.wav,Das war ganz langsam gefahren und haben auch noch zum Beispiel Skopje noch ein paar Wochen Lazarett betrieben und so weiter.
data/testza085_01_01_audio_segment_214.wav,"Und fingen nun also an, uns zu überlegen, wo bleiben wir."
data/testza085_01_01_audio_segment_215.wav,Wir kamen immer mehr in die Heimat und da waren zum Teil auch die Russen zugange.
data/testza085_01_01_audio_segment_216.wav,"Und da hatten wir einen ganz vernünftigen, das war so ein Oberstabsarzt, der hat also dafür gesorgt, dass wir weiter nach Westen uns gezogen und bei den Amerikanern gelandet sind."
data/testza085_01_01_audio_segment_217.wav,Den Tod des Führers haben wir erfahren bei einem Appell in Marburg.
data/testza085_01_01_audio_segment_218.wav,"Aber nicht Marburg an der Lahn, sondern Marburg an der Drau."
data/testza085_01_01_audio_segment_219.wav,"Das liegt also nicht in der Slowakei, sondern in..."
data/testza085_01_01_audio_segment_220.wav,In Slowenien.
data/testza085_01_01_audio_segment_221.wav,"Und da sagte er auch das, was der Deutsche Nachrichtendienst sagte."
data/testza085_01_01_audio_segment_222.wav,Beim Kampf und der Verteidigung Berlins ist unser Führer heldenhaft gefallen.
data/testza085_01_01_audio_segment_223.wav,"Also da war gar keine Rede davon, dass er da etwa gekämpft hätte oder eingegriffen hätte."
data/testza085_01_01_audio_segment_224.wav,"Dass er sich selber verbrannt hätte, das wurde uns natürlich auch nicht gesagt."
data/testza085_01_01_audio_segment_225.wav,"Und schließlich hatte das also so eingerichtet, unser Chef, dass wir den Amerikanern in die Hände liefen und uns praktisch als Gefangene anboten."
data/testza085_01_01_audio_segment_226.wav,Und was machten die mit uns?
data/testza085_01_01_audio_segment_227.wav,Die haben uns in Ratsstadt an Tauern Wo also heute Urlauber hinfahren.
data/testza085_01_01_audio_segment_228.wav,"Auf einer grünen Bergwiese haben die uns da hingelegt und da konnten wir machen, was wir wollten."
data/testza085_01_01_audio_segment_229.wav,"Also arbeiten, wie die Kameraden in Sibirien."
data/testza085_01_01_audio_segment_230.wav,Das war überhaupt gar nicht der Fall.
data/testza085_01_01_audio_segment_231.wav,"Und da war ich ganze, waren wir alle, ganze zwei Monate, das war die ganze Gefangenschaft."
data/testza085_01_01_audio_segment_232.wav,"Und da sind wir alle verhört worden, ich also zum Beispiel auch, von einem jungen amerikanischen Soldaten, das war ganz ein bestimmter Jude."
data/testza085_01_01_audio_segment_233.wav,"Und später habe ich erfahren, die Amerikaner und die Engländer haben, als die Nazis auch der Höhepunkt ihrer Macht waren,"
data/testza085_01_01_audio_segment_234.wav,"so Ende der 30er Jahre, Eisenbahnzüge zusammengestellt, um Kinder, wenigstens Kinder aus der Nazi-Vergangenheit dazubringen und bei sich zu Hause unterzubringen."
data/testza085_01_01_audio_segment_235.wav,Und die Amerikaner hatten das natürlich auch gemacht.
data/testza085_01_01_audio_segment_236.wav,Die Amerikaner wollten im Übrigen zunächst mal am Zweiten Weltkrieg gar nicht teilnehmen.
data/testza085_01_01_audio_segment_237.wav,"Die hatten vom Ersten Weltkrieg genug, da haben sie zwar gewonnen und zwar gegen die Deutschen, da haben sie den Deutschen den Rest gegeben."
data/testza085_01_01_audio_segment_238.wav,"Aber nochmal, sagte Roosevelt, der war damals Präsident bei den Amerikanern, machen wir das nicht mit unserer Voice, die opfern wir doch auch nicht für diese idiotischen Europäer,"
data/testza085_01_01_audio_segment_239.wav,dass die da gegeneinander Krieg führen.
data/testza085_01_01_audio_segment_240.wav,"Und das nützt aber den Amerikanern gar nichts, denn die wurden im Dezember 1941 wurden die von den Japanern eingegriffen."
data/testza085_01_01_audio_segment_241.wav,"Pearl Harbor, das war so eine Insel von Hawaii, Die haben die mit Flugzeugträgern angefahren und dann massenhaft Flugzeuge,"
data/testza085_01_01_audio_segment_242.wav,"die Bomben auf Hawaii warfen, losgefahren."
data/testza085_01_01_audio_segment_243.wav,"Die Amerikaner hatten das Pech, das war an einem Sonntag, da hatten die Marinesoldaten keinen Dienst."
data/testza085_01_01_audio_segment_244.wav,"Die haben also entweder länger schlafen dürfen oder gemütlich frühstücken dürfen und die wurden also auf ihren Schiffen versenkt,"
data/testza085_01_01_audio_segment_245.wav,"entweder ertranken sie oder verbrannten, weil die ja auch Brandbomben warfen, die Japaner."
data/testza085_01_01_audio_segment_246.wav,"Die Japaner hatten natürlich den Amerikanern nicht den Krieg erklärt, sondern hatten die überfallen."
data/testza085_01_01_audio_segment_247.wav,"Da musste natürlich Roosevelt, der konnte nicht anders, in den Krieg musste er erstmal eintreten, er musste den Japanern den Krieg erklären und so weiter."
data/testza085_01_01_audio_segment_248.wav,Und was macht Hitler?
